,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка,НКД
403,Промсвязьбанк 003P выпуск 7,RU000A103PE8,961.6,Средний,7.0,2024-03-12,35.32,1000.0,2.0,70.64,105.96,7.35,https://www.tinkoff.ru/invest/bonds/RU000A103PE8/,28.0
404,Уральская Сталь выпуск 1,RU000A105Q63,940.0,Высокий,23.0,2024-06-27,46.81,1000.0,2.0,93.62,514.91,9.96,https://www.tinkoff.ru/invest/bonds/RU000A105Q63/,5.0
405,Сбер Банк,RU000A101QW2,969.0,Высокий,4.0,2024-05-31,24.45,1000.0,2.0,48.9,48.9,5.05,https://www.tinkoff.ru/invest/bonds/RU000A101QW2/,7.0
406,ГТЛК выпуск 4,RU000A0JXPG2,965.0,Средний,98.0,2024-01-16,26.71,1000.0,4.0,106.84,641.04,11.07,https://www.tinkoff.ru/invest/bonds/RU000A0JXPG2/,0.0
407,Whoosh выпуск 2,RU000A106HB4,948.0,Высокий,29.0,2024-04-04,25.58,1000.0,4.0,102.32,179.06,10.79,https://www.tinkoff.ru/invest/bonds/RU000A106HB4/,3.0
408,РЕСОЛиБП22,RU000A106DP3,930.5,Высокий,112.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106DP3/,0.0
409,ПАО НК Роснефть 002P-05,RU000A0ZYVU5,991.5,Высокий,49.0,2024-02-23,31.32,1000.0,2.0,62.64,751.68,6.32,https://www.tinkoff.ru/invest/bonds/RU000A0ZYVU5/,28.0
410,ГК Самолет выпуск 6,RU000A100QA0,983.3,Средний,66.0,2024-02-07,24.36,1000.0,4.0,97.44,389.76,9.91,https://www.tinkoff.ru/invest/bonds/RU000A100QA0/,21.0
411,Борец Капитал 1P-01,RU000A105ZX2,957.5,Высокий,26.0,2024-03-21,25.66,1000.0,4.0,102.64,153.96,10.72,https://www.tinkoff.ru/invest/bonds/RU000A105ZX2/,8.0
412,ГТЛК выпуск 16,RU000A101GD3,549.125,Средний,49.0,2024-02-22,9.4,625.0,4.0,37.6,112.8,6.85,https://www.tinkoff.ru/invest/bonds/RU000A101GD3/,6.0
413,Ульяновская область выпуск 3,RU000A102CX8,262.5,Средний,21.0,2024-02-14,4.0,300.0,4.0,16.0,20.0,6.1,https://www.tinkoff.ru/invest/bonds/RU000A102CX8/,3.0
414,ЕвроТранс,RU000A105PP9,992.4,Средний,22.0,2024-01-21,9.57,1000.0,12.0,114.84,9.57,11.57,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/,9.0
415,Делимобиль 1Р-03,RU000A106UW3,992.9,Высокий,43.0,2024-02-05,9.74,1000.0,12.0,116.88,29.22,11.77,https://www.tinkoff.ru/invest/bonds/RU000A106UW3/,3.0
416,ЛК Дельта выпуск 1,RU000A103CD8,494.0,Средний,5.0,2024-04-01,11.31,500.0,4.0,45.24,11.31,9.16,https://www.tinkoff.ru/invest/bonds/RU000A103CD8/,2.0
417,Альфа-Банк выпуск 18,RU000A0JX5W4,953.9,Высокий,95.0,2024-07-15,40.28,1000.0,2.0,80.56,1893.16,8.45,https://www.tinkoff.ru/invest/bonds/RU000A0JX5W4/,0.0
418,Уральская Сталь БО-1Р-2,RU000A1066A1,932.7,Высокий,27.0,2024-01-26,22.97,1000.0,4.0,91.88,137.82,9.85,https://www.tinkoff.ru/invest/bonds/RU000A1066A1/,23.0
419,Медси выпуск 001P-03,RU000A106K27,943.6,Высокий,173.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106K27/,0.0
420,Сэтл Групп 2Р-02,RU000A105X64,964.8,Высокий,25.0,2024-03-07,26.45,1000.0,4.0,105.8,158.7,10.97,https://www.tinkoff.ru/invest/bonds/RU000A105X64/,13.0
421,МТС 001P-22,RU000A1051T3,970.0,Высокий,6.0,2024-02-02,17.92,1000.0,4.0,71.68,17.92,7.39,https://www.tinkoff.ru/invest/bonds/RU000A1051T3/,16.0
422,Башкирская содовая компания выпуск 2,RU000A101UR4,921.9,Высокий,17.0,2024-03-26,14.27,1000.0,4.0,57.08,57.08,6.19,https://www.tinkoff.ru/invest/bonds/RU000A101UR4/,3.0
423,Novabev Group БО-П04,RU000A102GU5,908.7,Высокий,22.0,2024-06-07,31.32,1000.0,2.0,62.64,344.52,6.89,https://www.tinkoff.ru/invest/bonds/RU000A102GU5/,7.0
424,СЭЗ им. Серго Орджоникидзе выпуск 2,RU000A102556,902.9,Средний,43.0,2024-03-19,22.62,1000.0,4.0,90.48,226.2,10.02,https://www.tinkoff.ru/invest/bonds/RU000A102556/,8.0
425,Росагролизинг выпуск 2,RU000A102TA0,885.9,Высокий,25.0,2024-02-28,34.19,1000.0,2.0,68.38,410.28,7.72,https://www.tinkoff.ru/invest/bonds/RU000A102TA0/,30.0
426,ПЮДМ БО-П2,RU000A1020K7,9845.0,Низкий,18.0,2024-01-23,92.92,10000.0,12.0,1115.04,92.92,11.33,https://www.tinkoff.ru/invest/bonds/RU000A1020K7/,82.0
427,Европлан БО 08,RU000A0ZZBV2,949.8,Высокий,53.0,2024-06-25,44.89,1000.0,2.0,89.78,1167.14,9.45,https://www.tinkoff.ru/invest/bonds/RU000A0ZZBV2/,6.0
428,ЛСР выпуск 8,RU000A106888,974.2,Высокий,27.0,2024-02-14,27.58,1000.0,4.0,110.32,165.48,11.32,https://www.tinkoff.ru/invest/bonds/RU000A106888/,21.0
429,Совкомбанк БО-П4,RU000A103NZ8,964.0,Высокий,7.0,2024-03-08,17.49,1000.0,4.0,69.96,17.49,7.26,https://www.tinkoff.ru/invest/bonds/RU000A103NZ8/,8.0
430,Москва выпуск 72,RU000A1030S9,979.5,Высокий,3.0,2024-04-23,28.36,1000.0,2.0,56.72,28.36,5.79,https://www.tinkoff.ru/invest/bonds/RU000A1030S9/,15.0
431,ИКС 5 Финанс выпуск 12,RU000A101UQ6,954.6,Высокий,136.0,2024-06-25,38.8,1000.0,2.0,77.6,2638.4,8.13,https://www.tinkoff.ru/invest/bonds/RU000A101UQ6/,5.0
432,Автодор БО-005P-05,RU000A1078L3,1000.0,Высокий,10.0,2024-02-20,30.45,1000.0,4.0,121.8,60.9,12.18,https://www.tinkoff.ru/invest/bonds/RU000A1078L3/,21.0
433,Медси выпуск 001Р-02,RU000A105YB1,932.0,Высокий,169.0,2024-03-14,21.75,1000.0,4.0,87.0,913.5,9.33,https://www.tinkoff.ru/invest/bonds/RU000A105YB1/,9.0
434,Южуралзолото ГК оббП03,RU000A106656,936.0,Высокий,21.0,2024-04-25,43.59,1000.0,2.0,87.18,435.9,9.31,https://www.tinkoff.ru/invest/bonds/RU000A106656/,22.0
435,РЕСО-Лизинг БО-П выпуск 8,RU000A102K39,1007.6,Высокий,82.0,2024-06-17,65.86,1000.0,2.0,131.72,2700.26,13.07,https://www.tinkoff.ru/invest/bonds/RU000A102K39/,12.0
436,Автодор БО-6 выпуск 1,RU000A106XP1,1000.9,Высокий,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106XP1/,0.0
437,Биннофарм Групп выпуск 1,RU000A1043Z7,999.9,Высокий,153.0,2024-02-21,29.58,1000.0,4.0,118.32,1124.04,11.83,https://www.tinkoff.ru/invest/bonds/RU000A1043Z7/,21.0
438,РСХБ 08Т1,RU000A0JWV63,999.6,Средний,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWV63/,0.0
439,ВТБ Б-1-309,RU000A107613,1001.9,Высокий,9.0,2024-02-07,30.88,1000.0,4.0,123.52,61.76,12.33,https://www.tinkoff.ru/invest/bonds/RU000A107613/,26.0
440,Селигдар выпуск 1,RU000A105CS1,947.3,Высокий,21.0,2024-05-01,46.81,1000.0,2.0,93.62,468.1,9.88,https://www.tinkoff.ru/invest/bonds/RU000A105CS1/,22.0
441,СДЭК-Глобал выпуск 1,RU000A102SM7,926.5,Средний,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102SM7/,0.0
442,ЕвроТранс БО-001P-02,RU000A105TS5,993.1,Средний,24.0,2024-02-04,9.57,1000.0,12.0,114.84,19.14,11.56,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/,4.0
443,МТС выпуск 18,RU000A102VL3,986.5,Высокий,2.0,2024-03-22,28.19,1000.0,2.0,56.38,28.19,5.72,https://www.tinkoff.ru/invest/bonds/RU000A102VL3/,20.0
444,ТМК выпуск 7,RU000A0JXSF8,954.9,Высокий,40.0,2024-05-24,45.07,1000.0,2.0,90.14,901.4,9.44,https://www.tinkoff.ru/invest/bonds/RU000A0JXSF8/,15.0
445,ХК Финанс выпуск 6,RU000A102W68,986.0,Средний,2.0,2024-03-20,15.66,1000.0,4.0,62.64,0.0,6.35,https://www.tinkoff.ru/invest/bonds/RU000A102W68/,5.0
446,Черкизово выпуск 4,RU000A102LD1,770.2,Высокий,23.0,2024-03-22,0.17,1000.0,4.0,0.68,0.85,0.09,https://www.tinkoff.ru/invest/bonds/RU000A102LD1/,0.0
447,ИЭК Холдинг 001P-01,RU000A105PR5,979.9,Высокий,23.0,2024-03-26,27.49,1000.0,4.0,109.96,137.45,11.22,https://www.tinkoff.ru/invest/bonds/RU000A105PR5/,7.0
448,ГТЛК 1P-08,RU000A0ZYR91,926.5,Средний,108.0,2024-01-30,24.53,1000.0,4.0,98.12,662.31,10.59,https://www.tinkoff.ru/invest/bonds/RU000A0ZYR91/,23.0
449,АФК Система выпуск 11,RU000A100N12,912.9,Высокий,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100N12/,0.0
450,Whoosh выпуск 1,RU000A104WS2,994.1,Высокий,17.0,2024-03-27,29.23,1000.0,4.0,116.92,116.92,11.76,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/,7.0
451,КАМАЗ выпуск 9,RU000A0ZZ885,994.8,Средний,111.0,2024-05-21,54.9,1000.0,2.0,109.8,3019.5,11.04,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ885/,19.0
452,Тойота Банк выпуск 5,RU000A104L36,970.0,Высокий,13.0,2024-02-27,47.85,1000.0,2.0,95.7,287.1,9.87,https://www.tinkoff.ru/invest/bonds/RU000A104L36/,43.0
453,Газпромбанк 001Р-21Р,RU000A104B46,938.9,Высокий,95.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A104B46/,0.0
454,ГТЛК БО-08,RU000A0JWST1,940.0,Средний,31.0,2024-03-05,35.58,1000.0,2.0,71.16,533.7,7.57,https://www.tinkoff.ru/invest/bonds/RU000A0JWST1/,29.0
455,РедСофт2P4,RU000A106CR1,1002.5,Средний,28.0,2024-03-08,29.58,1000.0,4.0,118.32,207.06,11.8,https://www.tinkoff.ru/invest/bonds/RU000A106CR1/,15.0
456,НКНХ выпуск 1,RU000A0ZZZ17,927.3,Высокий,58.0,2024-06-13,42.28,1000.0,2.0,84.56,1226.12,9.12,https://www.tinkoff.ru/invest/bonds/RU000A0ZZZ17/,8.0
457,СУЭК-Финанс выпуск 5,RU000A101CQ4,934.0,Высокий,72.0,2024-01-24,29.93,1000.0,2.0,59.86,1077.48,6.41,https://www.tinkoff.ru/invest/bonds/RU000A101CQ4/,32.0
458,КАМАЗ БО-10,RU000A0ZZ877,995.0,Средний,111.0,2024-05-21,54.9,1000.0,2.0,109.8,3019.5,11.04,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ877/,19.0
459,Элемент Лизинг 001P выпуск 3,RU000A102VW0,123.825,Высокий,2.0,2024-03-19,2.17,125.0,4.0,8.68,0.0,7.01,https://www.tinkoff.ru/invest/bonds/RU000A102VW0/,0.0
460,ЯТЭК 001Р-03,RU000A1070L0,1017.1,Высокий,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1070L0/,0.0
461,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,9650000.0,Средний,115.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/,0.0
462,Домодедово Фьюэл Фасилитис,RU000A105MP6,979.9,Средний,23.0,2024-06-18,55.51,1000.0,2.0,111.02,610.61,11.33,https://www.tinkoff.ru/invest/bonds/RU000A105MP6/,9.0
463,ГТЛК выпуск 6,RU000A0JVWJ6,967.0,Средний,21.0,2024-01-22,25.23,1000.0,4.0,100.92,126.15,10.44,https://www.tinkoff.ru/invest/bonds/RU000A0JVWJ6/,27.0
464,Мираторг выпуск 1,RU000A103KA7,969.0,Высокий,6.0,2024-02-15,35.93,1000.0,2.0,71.86,107.79,7.42,https://www.tinkoff.ru/invest/bonds/RU000A103KA7/,34.0
465,Альфа-Банк 2Р-21,RU000A105UW5,954.1,Высокий,13.0,2024-02-17,40.72,1000.0,2.0,81.44,244.32,8.54,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/,38.0
466,Всеинструменты.ру выпуск 4,RU000A1034M4,985.4,Средний,4.0,2024-02-19,21.23,1000.0,4.0,84.92,21.23,8.62,https://www.tinkoff.ru/invest/bonds/RU000A1034M4/,15.0
467,Сбербанк,RU000A103WV8,961.7,Высокий,9.0,2024-05-17,38.98,1000.0,2.0,77.96,155.92,8.11,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/,14.0
468,ТГК-14 выпуск 001Р-01,RU000A1066J2,1004.8,Средний,27.0,2024-02-01,29.58,1000.0,4.0,118.32,177.48,11.78,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/,28.0
469,Делимобиль выпуск 1,RU000A1052T1,989.7,Высокий,18.0,2024-02-07,28.19,1000.0,4.0,112.76,112.76,11.39,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/,24.0
470,ГТЛК выпуск 7,RU000A0JW1P8,952.4,Средний,23.0,2024-03-19,23.75,1000.0,4.0,95.0,118.75,9.97,https://www.tinkoff.ru/invest/bonds/RU000A0JW1P8/,8.0
471,ОФЗ 26223,SU26223RMFS6,991.37,Высокий,1.0,2024-02-28,28.19,1000.0,2.0,56.38,0.0,5.69,https://www.tinkoff.ru/invest/bonds/SU26223RMFS6/,24.0
472,Соколов выпуск 1,RU000A105PK0,994.6,Высокий,23.0,2024-03-26,29.06,1000.0,4.0,116.24,145.3,11.69,https://www.tinkoff.ru/invest/bonds/RU000A105PK0/,7.0
