,Название,Код,Срок(месяца),Цена,Рейтинг,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
749,Европлан БО 07,RU000A0JWVL2,12,997.0,04.10.2024,38.11,1000.0,2.0,76.22,2743.92,7.62,https://www.tinkoff.ru/invest/bonds/RU000A0JWVL2/
750,Металлоинвест,RU000A105A04,60,82071.88475,Высокий,1430.54,97414.7,2.0,2861.08,514994.4,2.94,https://www.tinkoff.ru/invest/bonds/RU000A105A04/
751,КАМАЗ выпуск 9,RU000A0ZZ885,115,996.1,Средний,47.85,1000.0,2.0,95.7,33016.5,9.57,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ885/
752,Лукойл ЗО-31,RU000A1059R0,24,77775.6042359,Высокий,1525.46,97414.7,2.0,3050.92,219666.24,3.13,https://www.tinkoff.ru/invest/bonds/RU000A1059R0/
753,Лукойл ЗО-30,RU000A1059Q2,1,81639.1686526,Высокий,1641.69,97414.7,2.0,3283.38,9850.14,3.37,https://www.tinkoff.ru/invest/bonds/RU000A1059Q2/
754,Совкомфлот ЗО-2028,RU000A105A87,54,86017.0826853,Высокий,1631.42,97414.7,2.0,3262.84,528580.08,3.35,https://www.tinkoff.ru/invest/bonds/RU000A105A87/
755,Газпром Капитал ЗО26-1-Д,RU000A105RG4,28,93703.19993,Высокий,2182.31,97414.7,2.0,4364.62,366628.08,4.48,https://www.tinkoff.ru/invest/bonds/RU000A105RG4/
756,Газпром Капитал ЗО27-1-ФР,RU000A105XA5,44,427802.713422,Высокий,7173.15,535422.0,1.0,7173.15,3787423.2,1.34,https://www.tinkoff.ru/invest/bonds/RU000A105XA5/
757,ФосАЗО28-Д,RU000A106G56,59,80095.340487,Высокий,1101.68,97414.7,2.0,2203.36,389994.72,2.26,https://www.tinkoff.ru/invest/bonds/RU000A106G56/
758,Газпром Капитал ЗО25-1-Е,RU000A105VL6,17,99036.576,Высокий,3916.74,103163.1,1.0,3916.74,799014.96,3.8,https://www.tinkoff.ru/invest/bonds/RU000A105VL6/
759,Газпром капитал ЗО24-1-Е,RU000A105C51,13,98520.6573369,Высокий,2019.36,103163.1,1.0,2019.36,315020.16,1.96,https://www.tinkoff.ru/invest/bonds/RU000A105C51/
760,Лукойл ЗО-27,RU000A1059P4,24,86192.52656,Высокий,1186.51,97414.7,2.0,2373.02,170857.44,2.44,https://www.tinkoff.ru/invest/bonds/RU000A1059P4/
761,Газпром Капитал ЗО25-2-Е,RU000A105WJ8,18,100068.1038369,Высокий,2647.67,103163.1,1.0,2647.67,571896.72,2.57,https://www.tinkoff.ru/invest/bonds/RU000A105WJ8/
762,ММК ЗО-2024,RU000A105H64,8,96249.0356998,Высокий,1854.32,97414.7,2.0,3708.64,89007.36,3.81,https://www.tinkoff.ru/invest/bonds/RU000A105H64/
763,Газпром капитал ЗО24-2-Е,RU000A105GZ7,3,101873.7675762,Высокий,2646.71,103163.1,1.0,2646.71,95281.56,2.57,https://www.tinkoff.ru/invest/bonds/RU000A105GZ7/
764,ФосАгро выпуск 1,RU000A106G31,15,94200.0149,Высокий,1292.38,97414.7,2.0,2584.76,116314.2,2.65,https://www.tinkoff.ru/invest/bonds/RU000A106G31/
765,Лукойл ЗО-26,RU000A1059N9,1,95271.8688441,Высокий,2012.31,97414.7,2.0,4024.62,12073.86,4.13,https://www.tinkoff.ru/invest/bonds/RU000A1059N9/
766,Хайтэк-Интеграция,RU000A104TM1,19,1010.0,Низкий,31.41,1000.0,4.0,125.64,1790.37,12.56,https://www.tinkoff.ru/invest/bonds/RU000A104TM1/
767,СУЭК-Финанс выпуск 3,RU000A100VG7,5,969.4,26.03.2024,8.61,1000.0,2.0,17.22,258.3,1.72,https://www.tinkoff.ru/invest/bonds/RU000A100VG7/
768,Нафтатранс Плюс БО-04,RU000A105CF8,24,1047.0,Средний,13.57,1000.0,12.0,162.84,325.68,16.28,https://www.tinkoff.ru/invest/bonds/RU000A105CF8/
769,ОФЗ 52002,SU52002RMFS1,52,1351.7649806,Высокий,15.31,1407.59,2.0,30.62,4776.72,2.18,https://www.tinkoff.ru/invest/bonds/SU52002RMFS1/
770,ПИК-Специализированный застройщик выпуск 4,RU000A0ZZ1M2,53,1015.9,Высокий,58.55,1000.0,2.0,117.1,18618.9,11.71,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ1M2/
771,ОФЗ 52003,SU52003RMFS9,81,1212.0829647,Высокий,13.92,1279.77,2.0,27.84,6765.12,2.18,https://www.tinkoff.ru/invest/bonds/SU52003RMFS9/
772,ОФЗ 52004,SU52004RMFS7,101,1129.396905,Высокий,13.05,1203.15,2.0,26.1,7908.3,2.17,https://www.tinkoff.ru/invest/bonds/SU52004RMFS7/
773,ОФЗ 52005,SU52005RMFS4,115,970.9744695,Высокий,15.57,1032.15,2.0,31.14,10743.3,3.02,https://www.tinkoff.ru/invest/bonds/SU52005RMFS4/
774,Газпром капитал ЗО23-1-Е,RU000A105BL8,1,103369.4262,Высокий,2804.71,103163.1,1.0,2804.71,33656.52,2.72,https://www.tinkoff.ru/invest/bonds/RU000A105BL8/
775,ОФЗ 29021,SU29021RMFS1,85,983.94,Высокий,18.27,1000.0,4.0,73.08,4658.85,7.31,https://www.tinkoff.ru/invest/bonds/SU29021RMFS1/
776,ОФЗ 29016,SU29016RMFS1,38,996.75,Высокий,20.62,1000.0,4.0,82.48,2350.68,8.25,https://www.tinkoff.ru/invest/bonds/SU29016RMFS1/
777,ДОМ.РФ ИА БО-001Р-07,RU000A103125,308,448.636272,Средний,7.66,512.61,4.0,30.64,7077.84,5.98,https://www.tinkoff.ru/invest/bonds/RU000A103125/
778,ДОМ.РФ ИА БО-001Р-08,RU000A1031K4,330,506.221716,Средний,8.96,592.28,4.0,35.84,8870.4,6.05,https://www.tinkoff.ru/invest/bonds/RU000A1031K4/
779,ДОМ.РФ,RU000A105MN1,47,1007.0,Высокий,23.58,1000.0,4.0,94.32,3324.78,9.43,https://www.tinkoff.ru/invest/bonds/RU000A105MN1/
780,ДОМ.РФ ИА 006P,RU000A0ZZV86,295,166.337927,Средний,3.74,173.83,4.0,14.96,3309.9,8.61,https://www.tinkoff.ru/invest/bonds/RU000A0ZZV86/
781,ОФЗ 29015,SU29015RMFS3,60,992.52,Высокий,0.0,1000.0,4.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/SU29015RMFS3/
782,ОФЗ 29013,SU29013RMFS8,83,984.6,Высокий,20.62,1000.0,4.0,82.48,5134.38,8.25,https://www.tinkoff.ru/invest/bonds/SU29013RMFS8/
783,СОПФ Инфраструктурные облигации выпуск 6,RU000A106P97,46,1006.8,Высокий,0.0,1000.0,4.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106P97/
784,РЕСО-Лизинг выпуск 6,RU000A1049Y7,26,1020.0,Средний,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1049Y7/
785,ВТБ СУБ выпуск 5,RU000A1034P7,37,5700000.0,Средний,433808.1,10000000.0,2.0,867616.2,96305398.2,8.68,https://www.tinkoff.ru/invest/bonds/RU000A1034P7/
786,РЕСО-Лизинг БО-02П выпуск 1,RU000A104V26,32,1030.0,Высокий,46.81,1000.0,2.0,93.62,8987.52,9.36,https://www.tinkoff.ru/invest/bonds/RU000A104V26/
787,ППК РЭО выпуск 2,RU000A106169,2,1009.0,Средний,23.49,1000.0,4.0,93.96,140.94,9.4,https://www.tinkoff.ru/invest/bonds/RU000A106169/
788,ОФЗ 29023,SU29023RMFS7,130,973.69,Высокий,18.27,1000.0,4.0,73.08,7125.3,7.31,https://www.tinkoff.ru/invest/bonds/SU29023RMFS7/
789,ВЭБ.РФ выпуск 4,RU000A106LL5,106,1011.8,Высокий,11.66,1000.0,4.0,46.64,3707.88,4.66,https://www.tinkoff.ru/invest/bonds/RU000A106LL5/
790,ДОМ.РФ ИА 002P,RU000A0ZYJT2,270,80.422275,Средний,2.0,81.03,4.0,8.0,1620.0,9.87,https://www.tinkoff.ru/invest/bonds/RU000A0ZYJT2/
791,ВЭБ.РФ ПБО-002Р-36,RU000A105YH8,83,1010.0,Высокий,24.36,1000.0,4.0,97.44,6065.64,9.74,https://www.tinkoff.ru/invest/bonds/RU000A105YH8/
792,ОФЗ 24021,SU24021RMFS6,6,1003.7,Высокий,15.75,1000.0,4.0,63.0,283.5,6.3,https://www.tinkoff.ru/invest/bonds/SU24021RMFS6/
793,ДОМ.РФ ИА 001Р-25,RU000A105H23,108,735.380496,Средний,5.13,777.44,12.0,61.56,554.04,7.92,https://www.tinkoff.ru/invest/bonds/RU000A105H23/
794,ОФЗ 29020,SU29020RMFS3,47,993.95,Высокий,20.62,1000.0,4.0,82.48,2907.42,8.25,https://www.tinkoff.ru/invest/bonds/SU29020RMFS3/
795,ОФЗ 29024,SU29024RMFS5,138,967.2,Высокий,15.92,1000.0,4.0,63.68,6590.88,6.37,https://www.tinkoff.ru/invest/bonds/SU29024RMFS5/
796,ДОМ.РФ ИА БО-001Р-18,RU000A104UV0,103,813.393568,Средний,6.96,823.94,12.0,83.52,716.88,10.14,https://www.tinkoff.ru/invest/bonds/RU000A104UV0/
797,ДОМ.РФ ИА БО выпуск 9,RU000A103N43,94,581.083825,Средний,11.05,661.45,4.0,44.2,3116.1,6.68,https://www.tinkoff.ru/invest/bonds/RU000A103N43/
798,ОФЗ 29018,SU29018RMFS7,97,982.52,Высокий,18.27,1000.0,4.0,73.08,5316.57,7.31,https://www.tinkoff.ru/invest/bonds/SU29018RMFS7/
799,ДОМ.РФ ИА 018P,RU000A102D46,328,385.87731,Средний,5.92,462.35,4.0,23.68,5825.28,5.12,https://www.tinkoff.ru/invest/bonds/RU000A102D46/
800,ОФЗ 29019,SU29019RMFS5,69,989.37,Высокий,15.75,1000.0,4.0,63.0,3260.25,6.3,https://www.tinkoff.ru/invest/bonds/SU29019RMFS5/
801,ВЭБ.РФ ПБО-2 выпуск 31,RU000A1042W6,60,1005.3,Высокий,19.14,1000.0,4.0,76.56,3445.2,7.66,https://www.tinkoff.ru/invest/bonds/RU000A1042W6/
802,ОФЗ 29017,SU29017RMFS9,106,982.2,Высокий,18.27,1000.0,4.0,73.08,5809.86,7.31,https://www.tinkoff.ru/invest/bonds/SU29017RMFS9/
803,Селигдар Золотые облигации,RU000A1062M5,53,5684.582904,Высокий,70.21,5885.88,4.0,280.84,11163.39,4.77,https://www.tinkoff.ru/invest/bonds/RU000A1062M5/
804,ОФЗ 29014,SU29014RMFS6,29,997.5,Высокий,20.62,1000.0,4.0,82.48,1793.94,8.25,https://www.tinkoff.ru/invest/bonds/SU29014RMFS6/
805,ДОМ.РФ ИА 09,RU000A102JB9,325,409.029578,Средний,6.35,484.46,4.0,25.4,6191.25,5.24,https://www.tinkoff.ru/invest/bonds/RU000A102JB9/
806,Газпром Капитал выпуск 7,RU000A106375,54,1006.9,Высокий,18.44,1000.0,4.0,73.76,2987.28,7.38,https://www.tinkoff.ru/invest/bonds/RU000A106375/
807,ОФЗ 29022,SU29022RMFS9,117,981.41,Высокий,15.92,1000.0,4.0,63.68,5587.92,6.37,https://www.tinkoff.ru/invest/bonds/SU29022RMFS9/
808,Норильский никель БО-09,RU000A1069N8,55,1010.7,Высокий,0.0,1000.0,4.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1069N8/
809,ЕАБР выпуск 3Р-007,RU000A1064L3,54,1010.0,Средний,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1064L3/
810,ДОМ.РФ ИА 08,RU000A102GD1,314,358.148928,Средний,5.39,416.84,4.0,21.56,5077.38,5.17,https://www.tinkoff.ru/invest/bonds/RU000A102GD1/
811,Газпром нефть выпуск 6,RU000A106565,54,1005.1,Высокий,19.05,1000.0,4.0,76.2,3086.1,7.62,https://www.tinkoff.ru/invest/bonds/RU000A106565/
812,РСХБ выпуск БО-02-002Р,RU000A1068R1,31,1010.8,Высокий,9.74,1000.0,12.0,116.88,301.94,11.69,https://www.tinkoff.ru/invest/bonds/RU000A1068R1/
813,Мосгорломбард,RU000A104XJ9,38,1086.7,Низкий,35.76,1000.0,4.0,143.04,4076.64,14.3,https://www.tinkoff.ru/invest/bonds/RU000A104XJ9/
814,РЖД 1Р-26R,RU000A106K43,57,1012.4,Высокий,9.4,1000.0,12.0,112.8,535.8,11.28,https://www.tinkoff.ru/invest/bonds/RU000A106K43/
815,Сибнефтехимтрейд выпуск 2,RU000A104DZ7,4,1007.7,Низкий,13.22,1000.0,12.0,158.64,52.88,15.86,https://www.tinkoff.ru/invest/bonds/RU000A104DZ7/
816,Истрсыр БО,RU000A105ZF9,2,1030.0,Низкий,12.79,1000.0,12.0,153.48,25.58,15.35,https://www.tinkoff.ru/invest/bonds/RU000A105ZF9/
