,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка,Статус квалифицированного инвестора
532,Росагролизинг 001Р-04,RU000A107DM8,994.7,Высокий,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A107DM8/,
533,АФК Система выпуск 11,RU000A100N12,898.8,Высокий,63.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100N12/,
534,Почта России,RU000A1055Y4,854.0,Высокий,101.0,2024-09-04,4.0,40.11,1000.0,2.0,80.22,2005.5,9.39,https://www.tinkoff.ru/invest/bonds/RU000A1055Y4/,
535,Сбербанк выпуск SbD1R,RU000A103KG4,874.1,Высокий,11.0,0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103KG4/,
536,Novabev Group БО-П02,RU000A100L63,492.35,Высокий,3.0,2024-07-10,9.0,20.53,500.0,2.0,41.06,20.53,8.34,https://www.tinkoff.ru/invest/bonds/RU000A100L63/,
537,Черкизово выпуск 4,RU000A102LD1,782.0,Высокий,20.0,2024-06-21,0.0,0.17,1000.0,4.0,0.68,0.85,0.09,https://www.tinkoff.ru/invest/bonds/RU000A102LD1/,
538,Красноярский край выпуск 14,RU000A0ZYFB8,481.0,Высокий,7.0,2024-05-02,5.0,8.44,500.0,4.0,33.76,8.44,7.02,https://www.tinkoff.ru/invest/bonds/RU000A0ZYFB8/,
539,ТГК-14 выпуск 001Р-01,RU000A1066J2,990.5,Средний,25.0,2024-05-02,20.0,29.58,1000.0,4.0,118.32,177.48,11.95,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/,
540,Уральская Сталь выпуск 1,RU000A105Q63,940.0,Высокий,21.0,2024-06-27,26.0,46.81,1000.0,2.0,93.62,468.1,9.96,https://www.tinkoff.ru/invest/bonds/RU000A105Q63/,
541,ИНК-Капитал выпуск 1,RU000A104A39,898.8,Высокий,32.0,2024-06-14,28.0,44.46,1000.0,2.0,88.92,711.36,9.89,https://www.tinkoff.ru/invest/bonds/RU000A104A39/,
542,Совкомбанк БО-П4,RU000A103NZ8,972.4,Средний,5.0,2024-06-07,3.0,17.49,1000.0,4.0,69.96,17.49,7.19,https://www.tinkoff.ru/invest/bonds/RU000A103NZ8/,
543,Белгородская область выпуск 14,RU000A101PA0,705.975,Высокий,13.0,2024-05-17,4.0,9.57,750.0,4.0,38.28,28.71,5.42,https://www.tinkoff.ru/invest/bonds/RU000A101PA0/,
544,Банк ВТБ (ПАО) Б-1-350,RU000A107JH5,1001.1,Высокий,3.0,2024-04-10,31.0,32.19,1000.0,4.0,128.76,0.0,12.86,https://www.tinkoff.ru/invest/bonds/RU000A107JH5/,
545,Курская область выпуск 1,RU000A0ZYCD1,283.41,Высокий,18.0,2024-04-12,4.0,5.13,300.0,4.0,20.52,20.52,7.24,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCD1/,
546,Alfa 2030,XS2063279959,84461.9616,Средний,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/XS2063279959/,
547,ФПК выпуск 3,RU000A0ZYX69,969.7,Высокий,46.0,2024-08-28,5.0,30.45,1000.0,2.0,60.9,700.35,6.28,https://www.tinkoff.ru/invest/bonds/RU000A0ZYX69/,
548,Почта России,RU000A104V75,917.9,Высокий,98.0,2024-06-05,34.0,49.42,1000.0,2.0,98.84,2421.58,10.77,https://www.tinkoff.ru/invest/bonds/RU000A104V75/,
549,Сбер Банк 001P-SBER42,RU000A105SD9,950.0,Высокий,11.0,2024-09-01,5.0,38.11,1000.0,2.0,76.22,190.55,8.02,https://www.tinkoff.ru/invest/bonds/RU000A105SD9/,
550,ГТЛК БО-04,RU000A0JVA10,994.4,Высокий,11.0,2024-06-06,6.0,29.93,1000.0,4.0,119.72,59.86,12.04,https://www.tinkoff.ru/invest/bonds/RU000A0JVA10/,
551,Кировский завод выпуск 2,RU000A102UZ5,991.0,Высокий,23.0,2024-06-13,4.0,29.58,1000.0,4.0,118.32,147.9,11.94,https://www.tinkoff.ru/invest/bonds/RU000A102UZ5/,
552,Авто Финанс Банк выпуск 10,RU000A105HN1,940.8,Средний,20.0,2024-05-31,33.0,46.2,1000.0,2.0,92.4,462.0,9.82,https://www.tinkoff.ru/invest/bonds/RU000A105HN1/,
553,Сбербанк,RU000A103WV8,966.0,Высокий,7.0,2024-05-17,31.0,38.98,1000.0,2.0,77.96,116.94,8.07,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/,
554,ХК Новотранс 001P-05,RU000A107W06,996.3,Средний,35.0,2024-06-06,7.0,30.88,1000.0,4.0,123.52,247.04,12.4,https://www.tinkoff.ru/invest/bonds/RU000A107W06/,
555,Ульяновская область 34006,RU000A1077U6,1001.1,Средний,25.0,2024-05-16,15.0,31.41,1000.0,4.0,125.64,188.46,12.55,https://www.tinkoff.ru/invest/bonds/RU000A1077U6/,
556,Газпром Капитал БО-001P-02,RU000A100LL8,980.5,Высокий,3.0,2024-07-11,15.0,33.76,1000.0,2.0,67.52,33.76,6.89,https://www.tinkoff.ru/invest/bonds/RU000A100LL8/,
557,Газпром Капитал ЗО24-1-Ф,RU000A1059A6,116898.1285194,Высокий,0.0,2024-04-06,2331.0,2168.91,117320.6,2.0,4337.82,0.0,3.71,https://www.tinkoff.ru/invest/bonds/RU000A1059A6/,
558,СЭЗ им. Серго Орджоникидзе выпуск 2,RU000A102556,902.1,Средний,41.0,2024-06-18,1.0,22.62,1000.0,4.0,90.48,226.2,10.03,https://www.tinkoff.ru/invest/bonds/RU000A102556/,
559,Делимобиль 1Р-03,RU000A106UW3,976.6,Высокий,40.0,2024-04-05,7.0,9.74,1000.0,12.0,116.88,29.22,11.97,https://www.tinkoff.ru/invest/bonds/RU000A106UW3/,
560,Газпром Капитал БО-001Р-07,RU000A105GE2,922.6,Высокий,19.0,2024-05-16,32.0,39.67,1000.0,2.0,79.34,357.03,8.6,https://www.tinkoff.ru/invest/bonds/RU000A105GE2/,
561,Автодор БО-006Р-02,RU000A107043,1000.9,Средний,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A107043/,
562,РСХБ выпуск 4,RU000A103N84,1005.0,Высокий,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103N84/,
563,Восточная Стивидорная Компания выпуск 3,RU000A105KR6,904.7,Средний,44.0,2024-06-04,34.0,48.72,1000.0,2.0,97.44,1071.84,10.77,https://www.tinkoff.ru/invest/bonds/RU000A105KR6/,
564,Ростелеком,RU000A1051E5,908.0,Высокий,22.0,2024-08-01,12.0,37.93,1000.0,2.0,75.86,417.23,8.35,https://www.tinkoff.ru/invest/bonds/RU000A1051E5/,
565,ПАО НК Роснефть 002P-04,RU000A0ZYT40,947.2,Высокий,46.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYT40/,
566,Новотранс выпуск 4,RU000A106SP1,960.0,Высокий,29.0,2024-05-28,9.0,26.54,1000.0,4.0,106.16,185.78,11.06,https://www.tinkoff.ru/invest/bonds/RU000A106SP1/,
567,МТС выпуск 9,RU000A100A66,969.9,Высокий,6.0,2024-04-15,16.0,18.62,1000.0,4.0,74.48,18.62,7.68,https://www.tinkoff.ru/invest/bonds/RU000A100A66/,
568,Ненецкий АО выпуск 1,RU000A0ZYF61,96.17,Высокий,7.0,2024-05-02,1.0,1.65,100.0,4.0,6.6,1.65,6.86,https://www.tinkoff.ru/invest/bonds/RU000A0ZYF61/,
569,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,9400000.0,Средний,113.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/,
570,Газпром нефть 003P-01R,RU000A101137,956.7,Высокий,7.0,2024-05-07,9.0,14.79,1000.0,4.0,59.16,14.79,6.18,https://www.tinkoff.ru/invest/bonds/RU000A101137/,
571,ГТЛК выпуск 7,RU000A0JW1P8,960.6,Высокий,20.0,2024-06-18,1.0,23.75,1000.0,4.0,95.0,118.75,9.89,https://www.tinkoff.ru/invest/bonds/RU000A0JW1P8/,
572,Газпром БО-22,RU000A0ZZES2,924.3,Высокий,290.0,2024-07-23,13.0,35.06,1000.0,2.0,70.12,5083.7,7.59,https://www.tinkoff.ru/invest/bonds/RU000A0ZZES2/,
573,Восточная Стивидорная Компания выпуск 4,RU000A106P06,919.5,Средний,52.0,2024-08-02,17.0,52.03,1000.0,2.0,104.06,1352.78,11.32,https://www.tinkoff.ru/invest/bonds/RU000A106P06/,
574,АПРИ Флай Плэнинг БО-002Р-04,RU000A107FZ5,1067.0,Низкий,44.0,2024-06-21,2.0,52.03,1000.0,4.0,208.12,572.33,19.51,https://www.tinkoff.ru/invest/bonds/RU000A107FZ5/,
575,ТрансКонтейнер ПБО выпуск 1,RU000A100YE6,489.4,Высокий,6.0,2024-04-17,15.0,15.66,500.0,2.0,31.32,46.98,6.4,https://www.tinkoff.ru/invest/bonds/RU000A100YE6/,
576,Ростелеком выпуск 2,RU000A0JXPN8,993.7,Высокий,36.0,2024-04-17,57.0,57.25,1000.0,2.0,114.5,1030.5,11.52,https://www.tinkoff.ru/invest/bonds/RU000A0JXPN8/,
577,Промсвязьбанк 003Р-05,RU000A1038F9,986.3,Высокий,2.0,2024-06-07,22.0,32.19,1000.0,2.0,64.38,32.19,6.53,https://www.tinkoff.ru/invest/bonds/RU000A1038F9/,
578,РЕСО-Лизинг БО-П выпуск 8,RU000A102K39,1004.0,Высокий,80.0,2024-06-17,40.0,65.86,1000.0,2.0,131.72,2634.4,13.12,https://www.tinkoff.ru/invest/bonds/RU000A102K39/,
579,Газпром капитал БО-001Р выпуск 3,RU000A101QM3,906.0,Высокий,14.0,2024-05-28,18.0,24.71,1000.0,2.0,49.42,172.97,5.45,https://www.tinkoff.ru/invest/bonds/RU000A101QM3/,
580,КАМАЗ БО-П11,RU000A107MM9,1004.0,Высокий,21.0,2024-04-24,24.0,31.41,1000.0,4.0,125.64,157.05,12.51,https://www.tinkoff.ru/invest/bonds/RU000A107MM9/,
581,Норильский Никель БО-001Р выпуск 2,RU000A105A61,936.9,Высокий,42.0,2024-04-09,44.0,42.28,1000.0,2.0,84.56,887.88,9.03,https://www.tinkoff.ru/invest/bonds/RU000A105A61/,
582,Норильский Никель БО-001Р выпуск 1,RU000A100VQ6,965.9,Высокий,5.0,2024-03-26,35.0,30.45,1000.0,2.0,60.9,60.9,6.31,https://www.tinkoff.ru/invest/bonds/RU000A100VQ6/,
583,ФСК Россети 001P-07R,RU000A105PH6,938.8,Высокий,164.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105PH6/,
584,Вымпелком 1Р-07,RU000A105WP5,847.7,Средний,58.0,2024-05-20,9.0,21.32,1000.0,4.0,85.28,298.48,10.06,https://www.tinkoff.ru/invest/bonds/RU000A105WP5/,
585,ВТБ Б-1-309,RU000A107613,1000.0,Высокий,7.0,2024-05-08,18.0,30.88,1000.0,4.0,123.52,30.88,12.35,https://www.tinkoff.ru/invest/bonds/RU000A107613/,
586,Северсталь выпуск 6,RU000A1008W7,998.7,Высокий,60.0,2024-04-02,41.0,37.5,1000.0,2.0,75.0,1125.0,7.51,https://www.tinkoff.ru/invest/bonds/RU000A1008W7/,
587,Республика Башкортостан 34011,RU000A1026B3,643.16,Высокий,17.0,2024-03-27,10.0,8.7,700.0,4.0,34.8,34.8,5.41,https://www.tinkoff.ru/invest/bonds/RU000A1026B3/,
588,Почта России выпуск 5,RU000A0ZZ5J9,920.0,Высокий,48.0,2024-04-29,39.0,42.89,1000.0,2.0,85.78,1029.36,9.32,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ5J9/,
589,ИНАРКТИКА выпуск 2,RU000A107W48,1001.0,Средний,35.0,2024-05-31,9.0,30.88,1000.0,4.0,123.52,247.04,12.34,https://www.tinkoff.ru/invest/bonds/RU000A107W48/,
590,ОФЗ 26227,SU26227RMFS7,978.85,Высокий,3.0,2024-07-17,13.0,31.32,1000.0,2.0,62.64,31.32,6.4,https://www.tinkoff.ru/invest/bonds/SU26227RMFS7/,
591,Росагролизинг выпуск 2,RU000A102TA0,893.4,Высокий,23.0,2024-08-28,5.0,34.19,1000.0,2.0,68.38,376.09,7.65,https://www.tinkoff.ru/invest/bonds/RU000A102TA0/,
592,Новотранс выпуск 3,RU000A105CM4,945.0,Высокий,43.0,2024-04-30,17.0,25.32,1000.0,4.0,101.28,253.2,10.72,https://www.tinkoff.ru/invest/bonds/RU000A105CM4/,
593,Росагролизинг выпуск 3,RU000A103QL1,878.8,Высокий,29.0,2024-09-18,1.0,36.63,1000.0,2.0,73.26,512.82,8.34,https://www.tinkoff.ru/invest/bonds/RU000A103QL1/,
594,Группа Продовольствие 001P-01,RU000A103455,993.8,Средний,1.0,2024-04-08,5.0,8.53,1000.0,12.0,102.36,0.0,10.3,https://www.tinkoff.ru/invest/bonds/RU000A103455/,
595,ТГК-14 выпуск 2,RU000A106MW0,963.6,Средний,40.0,2024-04-30,19.0,27.84,1000.0,4.0,111.36,278.4,11.56,https://www.tinkoff.ru/invest/bonds/RU000A106MW0/,
596,ФосАгро БО-П01,RU000A106516,912.8,Высокий,24.0,2024-04-19,40.0,40.72,1000.0,2.0,81.44,488.64,8.92,https://www.tinkoff.ru/invest/bonds/RU000A106516/,
597,Вымпелком 001Р-06,RU000A105TY3,889.9,Средний,46.0,2024-05-20,10.0,22.62,1000.0,4.0,90.48,248.82,10.17,https://www.tinkoff.ru/invest/bonds/RU000A105TY3/,
598,Металлоинвест БО выпуск 4,RU000A101EF3,875.3,Высокий,70.0,2024-08-07,8.0,28.36,1000.0,2.0,56.72,992.6,6.48,https://www.tinkoff.ru/invest/bonds/RU000A101EF3/,
599,Магнит БО-004Р-03,RU000A105TP1,915.6,Высокий,46.0,2024-05-09,11.0,19.92,1000.0,4.0,79.68,219.12,8.7,https://www.tinkoff.ru/invest/bonds/RU000A105TP1/,
600,Трансмашхолдинг ПБО-04,RU000A1018C8,946.2,Высокий,8.0,2024-06-17,18.0,30.1,1000.0,2.0,60.2,120.4,6.36,https://www.tinkoff.ru/invest/bonds/RU000A1018C8/,
601,Черкизово выпуск БО-001Р-05,RU000A105C28,941.3,Высокий,18.0,2024-04-25,16.0,21.58,1000.0,4.0,86.32,86.32,9.17,https://www.tinkoff.ru/invest/bonds/RU000A105C28/,
602,МОЭК выпуск 3,RU000A101228,970.3,Средний,19.0,2024-05-10,34.0,40.28,1000.0,2.0,80.56,362.52,8.3,https://www.tinkoff.ru/invest/bonds/RU000A101228/,
603,Автодор БО-005P-05,RU000A1078L3,996.0,Высокий,7.0,2024-05-21,13.0,30.45,1000.0,4.0,121.8,30.45,12.23,https://www.tinkoff.ru/invest/bonds/RU000A1078L3/,
604,Газпромбанк 001Р-22Р,RU000A105GW4,941.3,Высокий,103.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105GW4/,
605,РусГидро БО-П09,RU000A105SL2,917.9,Высокий,22.0,2024-07-31,13.0,39.85,1000.0,2.0,79.7,438.35,8.68,https://www.tinkoff.ru/invest/bonds/RU000A105SL2/,
606,ДОМ.РФ 001P-14R,RU000A105SF4,978.6,Высокий,4.0,2024-07-29,13.0,37.06,1000.0,2.0,74.12,74.12,7.57,https://www.tinkoff.ru/invest/bonds/RU000A105SF4/,
607,Банк ДОМ.РФ Зеленые облигации 001Р-01,RU000A105VR3,961.5,Высокий,10.0,2024-08-20,9.0,42.02,1000.0,2.0,84.04,210.1,8.74,https://www.tinkoff.ru/invest/bonds/RU000A105VR3/,
608,Ростелеком 2P-10R,RU000A105UU9,917.5,Высокий,22.0,2024-05-15,10.0,19.92,1000.0,4.0,79.68,99.6,8.68,https://www.tinkoff.ru/invest/bonds/RU000A105UU9/,
609,ВЭБ.РФ ПБО-001P-18,RU000A1013P1,848.0,Высокий,31.0,2024-05-21,24.0,31.49,1000.0,2.0,62.98,472.35,7.43,https://www.tinkoff.ru/invest/bonds/RU000A1013P1/,
610,Почта России,RU000A104W17,922.4,Высокий,98.0,2024-06-18,27.0,44.02,1000.0,2.0,88.04,2156.98,9.54,https://www.tinkoff.ru/invest/bonds/RU000A104W17/,
611,ИКС 5 Финанс 002Р выпуск 1,RU000A103N76,966.9,Высокий,148.0,2024-09-04,4.0,32.19,1000.0,2.0,64.38,2382.06,6.66,https://www.tinkoff.ru/invest/bonds/RU000A103N76/,
612,КЛВЗ Кристалл выпуск 1,RU000A105Y14,993.9,Высокий,23.0,2024-06-11,4.0,29.23,1000.0,4.0,116.92,146.15,11.76,https://www.tinkoff.ru/invest/bonds/RU000A105Y14/,
